bbref_id,season,Name,Age,Level,Team,G,PA,AB,R,H,X1B,X2B,X3B,HR,RBI,BB,IBB,uBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
mondona01,2022,Nate Mondou,27,Maj-AL,Oakland,1,3,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.333,0,0.333
blanktr01,2022,Travis Blankenhorn,25,Maj-NL,New York,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dawsoro01,2022,Ronnie Dawson,27,Maj-NL,Cincinnati,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
jacksdr01,2022,Drew Jackson,28,Maj-AL,Oakland,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
stewadj01,2022,DJ Stewart,28,Maj-AL,Baltimore,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
leekh01,2022,Khalil Lee,24,Maj-NL,New York,2,2,2,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2,2.5
sanmare01,2022,Reiver Sanmartin,26,Maj-NL,Cincinnati,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alvarjo03,2022,José Alvarado,27,Maj-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
anderty01,2022,Tyler Anderson,32,Maj-NL,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
diazyu01,2022,Yusniel Diaz,25,Maj-AL,Baltimore,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jonesta01,2022,Taylor Jones,28,Maj-AL,Houston,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larseja01,2022,Jack Larsen,27,Maj-AL,Seattle,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
perezjo02,2022,Joe Perez,22,Maj-AL,Houston,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
roberda08,2022,David Robertson,37,Maj-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
roberkr01,2022,Kramer Robertson,27,Maj-NL,St. Louis,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomka01,2022,Ka'ai Tom,28,Maj-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phillev01,2022,Evan Phillips,27,Maj-NL,Los Angeles,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,1,NA,NA
bassan01,2022,Anthony Bass,34,Maj-NL,Miami,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
givenmy01,2022,Mychal Givens,32,Maj-NL,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
kaprija01,2022,James Kaprielian,28,Maj-AL,Oakland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
kingesc01,2022,Scott Kingery,28,Maj-NL,Philadelphia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
spangco01,2022,Cory Spangenberg,31,Maj-NL,St. Louis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
weavelu01,2022,Luke Weaver,28,Maj-NL,Arizona,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
