bbref_id,season,Name,Age,Level,Team,G,PA,AB,R,H,X1B,X2B,X3B,HR,RBI,BB,IBB,uBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
meadoau01,2021,Austin Meadows,26,Maj-AL,Tampa Bay,142,591,518,79,121,62,29,3,27,106,59,3,56,122,6,0,8,4,4,3,0.234,0.315,0.458,0.772
rosaram01,2021,Amed Rosario,25,Maj-AL,Cleveland,141,588,550,77,155,113,25,6,11,57,31,0,31,120,3,0,4,12,13,0,0.282,0.321,0.409,0.731
bryankr01,2021,Kris Bryant,29,Maj-NL,"Chicago,San Francisco",144,586,513,86,136,77,32,2,25,73,62,4,58,135,9,0,2,9,10,2,0.265,0.353,0.482,0.835
mountry01,2021,Ryan Mountcastle,24,Maj-AL,Baltimore,144,586,534,77,136,79,23,1,33,89,41,2,39,161,4,0,7,12,4,3,0.255,0.309,0.487,0.796
casteni01,2021,Nick Castellanos,29,Maj-NL,Cincinnati,138,585,531,95,164,91,38,1,34,100,41,5,36,121,7,0,6,16,3,1,0.309,0.362,0.576,0.939
walshja01,2021,Jared Walsh,27,Maj-AL,Los Angeles,144,585,530,70,147,83,34,1,29,98,48,6,42,152,4,0,3,7,2,1,0.277,0.34,0.509,0.85
hernaen02,2021,Enrique Hernández,29,Maj-AL,Boston,134,585,508,84,127,69,35,3,20,60,61,0,61,110,9,0,7,4,1,0,0.25,0.337,0.449,0.786
cruzne02,2021,Nelson Cruz,40,Maj-AL,"Minnesota,Tampa Bay",140,584,513,79,136,82,21,1,32,86,51,10,41,126,7,0,9,14,3,0,0.265,0.335,0.497,0.832
tayloch03,2021,Chris Taylor,30,Maj-NL,Los Angeles,148,582,507,92,129,80,25,4,20,73,63,2,61,167,8,1,3,5,13,1,0.254,0.344,0.438,0.782
blackch02,2021,Charlie Blackmon,34,Maj-NL,Colorado,150,582,514,76,139,97,25,4,13,78,54,1,53,91,11,0,3,8,3,0,0.27,0.351,0.411,0.761
stantmi03,2021,Giancarlo Stanton,31,Maj-AL,New York,139,579,510,64,139,85,19,0,35,97,63,1,62,157,3,0,3,22,0,0,0.273,0.354,0.516,0.87
rizzoan01,2021,Anthony Rizzo,31,"Maj-AL,Maj-NL","Chicago,New York",141,576,496,73,123,75,23,3,22,61,52,2,50,87,23,0,5,15,6,2,0.248,0.344,0.44,0.783
mccutan01,2021,Andrew McCutchen,34,Maj-NL,Philadelphia,144,574,482,78,107,55,24,1,27,80,81,2,79,132,4,0,7,10,6,1,0.222,0.335,0.444,0.779
suareeu01,2021,Eugenio Suárez,29,Maj-NL,Cincinnati,145,574,505,71,100,46,23,0,31,79,56,0,56,171,8,0,5,14,0,1,0.198,0.286,0.428,0.713
renfrhu01,2021,Hunter Renfroe,29,Maj-AL,Boston,144,572,521,89,135,71,33,0,31,96,44,0,44,130,1,0,6,6,1,2,0.259,0.315,0.501,0.816
uriaslu01,2021,Luis Urías,24,Maj-NL,Milwaukee,150,570,490,77,122,73,25,1,23,75,63,3,60,116,10,1,3,9,5,1,0.249,0.345,0.445,0.789
belljo02,2021,Josh Bell,28,Maj-NL,Washington,144,568,498,75,130,78,24,1,27,88,65,2,63,101,2,0,3,22,0,0,0.261,0.347,0.476,0.823
tuckeky01,2021,Kyle Tucker,24,Maj-AL,Houston,140,567,506,83,149,79,37,3,30,92,53,5,48,90,1,0,5,10,14,2,0.295,0.359,0.557,0.917
segurje01,2021,Jean Segura,31,Maj-NL,Philadelphia,131,567,514,76,149,105,27,3,14,58,39,3,36,78,9,1,4,16,9,3,0.29,0.348,0.436,0.784
lopezni01,2021,Nicky Lopez,26,Maj-AL,Kansas City,151,565,497,78,149,120,21,6,2,43,49,0,49,74,4,12,3,9,22,1,0.3,0.365,0.378,0.744
hosmeer01,2021,Eric Hosmer,31,Maj-NL,San Diego,151,565,509,53,137,97,28,0,12,65,48,2,46,99,5,1,2,13,5,4,0.269,0.337,0.395,0.732
phamth01,2021,Tommy Pham,33,Maj-NL,San Diego,155,561,475,74,109,68,24,2,15,49,78,3,75,128,4,0,4,10,14,6,0.23,0.341,0.383,0.724
harrijo05,2021,Josh Harrison,33,"Maj-AL,Maj-NL","Oakland,Washington",138,558,505,58,141,98,33,2,8,60,31,0,31,75,18,0,3,9,9,5,0.279,0.341,0.4,0.741
adamewi01,2021,Willy Adames,25,"Maj-AL,Maj-NL","Milwaukee,Tampa Bay",140,555,497,77,130,72,32,1,25,73,57,1,56,156,0,0,1,9,5,4,0.262,0.337,0.481,0.818
duvalad01,2021,Adam Duvall,32,Maj-NL,"Atlanta,Miami",145,555,513,67,117,60,17,2,38,113,35,1,34,174,4,0,3,7,5,0,0.228,0.281,0.491,0.772
newmake01,2021,Kevin Newman,27,Maj-NL,Pittsburgh,148,554,517,50,117,87,22,3,5,39,27,3,24,41,1,6,3,7,6,1,0.226,0.265,0.31,0.574
anderti01,2021,Tim Anderson,28,Maj-AL,Chicago,123,551,527,94,163,115,29,2,17,61,22,1,21,119,1,0,1,5,18,7,0.309,0.338,0.469,0.806
bettsmo01,2021,Mookie Betts,28,Maj-NL,Los Angeles,122,550,466,93,123,68,29,3,23,58,68,2,66,86,11,0,5,5,10,5,0.264,0.367,0.487,0.854
rojasjo01,2021,Josh Rojas,27,Maj-NL,Arizona,139,550,484,69,128,82,32,3,11,44,58,1,57,137,0,1,3,7,9,4,0.265,0.341,0.411,0.753
crawfbr01,2021,Brandon Crawford,34,Maj-NL,San Francisco,138,549,483,79,144,87,30,3,24,90,56,6,50,105,5,0,5,8,11,3,0.298,0.373,0.522,0.895
croncj01,2021,C.J. Cron,31,Maj-NL,Colorado,142,547,470,70,132,72,31,1,28,92,60,3,57,117,13,0,4,11,1,0,0.281,0.375,0.53,0.905
baezja01,2021,Javier Báez,28,Maj-NL,"Chicago,New York",138,547,502,80,133,82,18,2,31,87,28,2,26,184,13,0,3,12,18,5,0.265,0.319,0.494,0.813
tatisfe02,2021,Fernando Tatis Jr.,22,Maj-NL,San Diego,130,546,478,99,135,62,31,0,42,97,62,6,56,153,2,0,4,5,25,4,0.282,0.365,0.611,0.975
smithpa04,2021,Pavin Smith,25,Maj-NL,Arizona,145,545,498,68,133,91,27,4,11,49,42,1,41,106,4,0,1,11,1,0,0.267,0.328,0.404,0.732
grichra01,2021,Randal Grichuk,29,Maj-AL,Toronto,149,545,511,59,123,75,25,1,22,81,27,0,27,114,3,0,4,17,0,3,0.241,0.281,0.423,0.703
donaljo02,2021,Josh Donaldson,35,Maj-AL,Minnesota,135,543,457,73,113,61,26,0,26,72,74,2,72,114,4,0,8,22,0,0,0.247,0.352,0.475,0.827
doziehu01,2021,Hunter Dozier,29,Maj-AL,Kansas City,144,543,487,55,105,56,27,6,16,54,43,0,43,154,7,0,6,12,5,4,0.216,0.286,0.394,0.68
gurrilo01,2021,Lourdes Gurriel Jr.,27,Maj-AL,Toronto,141,541,500,62,138,87,28,2,21,84,32,1,31,102,2,1,6,8,1,3,0.276,0.319,0.466,0.785
diazya01,2021,Yandy Díaz,29,Maj-AL,Tampa Bay,134,541,465,62,119,85,20,1,13,64,69,4,65,85,3,0,4,11,1,1,0.256,0.353,0.387,0.74
andruel01,2021,Elvis Andrus,32,Maj-AL,Oakland,146,541,497,60,121,91,25,2,3,37,31,2,29,81,6,3,4,14,12,2,0.244,0.294,0.32,0.614
rojasmi02,2021,Miguel Rojas,32,Maj-NL,Miami,132,539,495,66,131,89,30,3,9,48,37,0,37,74,5,1,1,10,13,3,0.265,0.322,0.392,0.714
beninan01,2021,Andrew Benintendi,26,Maj-AL,Kansas City,134,538,493,63,136,90,27,2,17,73,36,0,36,97,2,1,6,2,8,9,0.276,0.324,0.442,0.766
peralda01,2021,David Peralta,33,Maj-NL,Arizona,150,538,487,57,126,80,30,8,8,63,46,3,43,92,3,0,2,9,2,1,0.259,0.325,0.403,0.728
oneilty01,2021,Tyler O'Neill,26,Maj-NL,St. Louis,138,537,482,89,138,76,26,2,34,80,38,0,38,168,13,0,4,8,15,4,0.286,0.352,0.56,0.912
realmjt01,2021,J.T. Realmuto,30,Maj-NL,Philadelphia,134,537,476,64,125,79,25,4,17,73,48,5,43,129,11,0,2,8,13,3,0.263,0.343,0.439,0.782
happia01,2021,Ian Happ,26,Maj-NL,Chicago,148,535,465,63,105,59,20,1,25,66,62,0,62,156,5,2,1,12,9,2,0.226,0.323,0.434,0.757
vottojo01,2021,Joey Votto,37,Maj-NL,Cincinnati,129,533,448,73,119,59,23,1,36,99,77,6,71,127,4,0,4,7,1,0,0.266,0.375,0.563,0.938
tapiara01,2021,Raimel Tapia,27,Maj-NL,Colorado,133,533,487,69,133,99,26,2,6,50,40,2,38,70,1,1,4,8,20,6,0.273,0.327,0.372,0.699
sanomi01,2021,Miguel Sanó,28,Maj-AL,Minnesota,135,532,470,68,105,51,24,0,30,75,59,2,57,183,2,0,1,13,2,1,0.223,0.312,0.466,0.778
yastrmi01,2021,Mike Yastrzemski,30,Maj-NL,San Francisco,139,532,468,75,105,49,28,3,25,71,51,4,47,131,9,1,3,3,4,0,0.224,0.311,0.457,0.768
haysau01,2021,Austin Hays,25,Maj-AL,Baltimore,131,529,488,73,125,73,26,4,22,71,28,0,28,107,9,3,1,9,4,3,0.256,0.308,0.461,0.769
farmeky01,2021,Kyle Farmer,30,Maj-NL,Cincinnati,147,529,483,60,127,87,22,2,16,63,22,1,21,97,18,1,5,16,2,3,0.263,0.316,0.416,0.732
taylomi02,2021,Michael A. Taylor,30,Maj-AL,Kansas City,142,528,483,58,118,89,16,1,12,54,33,0,33,144,5,2,5,9,14,7,0.244,0.297,0.356,0.653
grishtr01,2021,Trent Grisham,24,Maj-NL,San Diego,131,527,462,61,112,66,28,3,15,62,54,2,52,119,6,1,4,10,13,5,0.242,0.327,0.413,0.74
martest01,2021,Starling Marte,32,"Maj-AL,Maj-NL","Miami,Oakland",120,526,467,89,145,103,27,3,12,55,43,2,41,99,13,1,2,6,47,5,0.311,0.383,0.458,0.841
cabremi01,2021,Miguel Cabrera,38,Maj-AL,Detroit,130,526,472,48,121,90,16,0,15,75,40,0,40,118,5,0,9,21,0,0,0.256,0.316,0.386,0.701
lindofr01,2021,Francisco Lindor,27,Maj-NL,New York,125,524,452,73,104,65,16,3,20,63,58,4,54,96,5,6,3,7,10,4,0.23,0.322,0.412,0.734
torregl01,2021,Gleyber Torres,24,Maj-AL,New York,127,516,459,50,119,88,22,0,9,51,50,1,49,104,1,2,4,12,14,6,0.259,0.331,0.366,0.697
garciav01,2021,Avisaíl García,30,Maj-NL,Milwaukee,134,515,461,68,121,74,18,0,29,86,38,5,33,121,11,0,5,12,8,4,0.263,0.33,0.49,0.82
lowrije01,2021,Jed Lowrie,37,Maj-AL,Oakland,139,512,457,55,112,70,28,0,14,69,49,1,48,108,2,0,4,8,0,0,0.245,0.318,0.398,0.717
iglesjo01,2021,José Iglesias,31,Maj-AL,"Boston,Los Angeles",137,511,483,65,131,93,27,2,9,48,21,0,21,75,6,0,1,10,5,2,0.271,0.309,0.391,0.701
solakni01,2021,Nick Solak,26,Maj-AL,Texas,127,511,458,57,111,80,18,2,11,49,34,0,34,107,15,2,2,11,7,5,0.242,0.314,0.362,0.677
aguilje01,2021,Jesús Aguilar,31,Maj-NL,Miami,131,510,449,49,117,72,23,0,22,93,46,4,42,93,3,0,7,11,0,0,0.261,0.329,0.459,0.788
brantmi02,2021,Michael Brantley,34,Maj-AL,Houston,121,508,469,68,146,106,29,3,8,47,33,1,32,53,5,0,1,11,1,0,0.311,0.362,0.437,0.799
chishja01,2021,Jazz Chisholm Jr.,23,Maj-NL,Miami,124,507,464,70,115,73,20,4,18,53,34,0,34,145,4,2,3,3,23,8,0.248,0.303,0.425,0.728
villajo01,2021,Jonathan Villar,30,Maj-NL,New York,142,505,454,63,113,75,18,2,18,42,46,2,44,132,3,2,0,6,14,7,0.249,0.322,0.416,0.738
smithwi05,2021,Will Smith,26,Maj-NL,Los Angeles,130,501,414,71,107,61,19,2,25,76,58,4,54,101,18,0,11,11,3,0,0.259,0.365,0.495,0.861
wendljo01,2021,Joey Wendle,31,Maj-AL,Tampa Bay,136,501,460,73,122,76,31,4,11,54,28,4,24,113,10,0,3,9,8,6,0.265,0.319,0.422,0.741
myerswi01,2021,Wil Myers,30,Maj-NL,San Diego,146,500,442,56,113,70,24,2,17,63,54,2,52,141,0,0,4,9,8,5,0.256,0.334,0.434,0.768
vazquch01,2021,Christian Vázquez,30,Maj-AL,Boston,138,498,458,51,118,88,23,1,6,49,33,0,33,84,2,1,4,15,8,4,0.258,0.308,0.352,0.659
hampsga01,2021,Garrett Hampson,26,Maj-NL,Colorado,147,494,453,69,106,68,21,6,11,33,33,2,31,118,3,3,2,6,17,7,0.234,0.289,0.38,0.669
smithdo02,2021,Dominic Smith,26,Maj-NL,New York,145,493,446,43,109,78,20,0,11,58,32,2,30,112,9,0,6,13,2,1,0.244,0.304,0.363,0.668
wongko01,2021,Kolten Wong,30,Maj-NL,Milwaukee,116,492,445,70,121,73,32,2,14,50,31,1,30,83,13,0,3,2,12,5,0.272,0.335,0.447,0.783
herreod01,2021,Odúbel Herrera,29,Maj-NL,Philadelphia,124,492,450,59,117,75,27,2,13,51,29,0,29,77,6,1,5,6,6,1,0.26,0.31,0.416,0.726
keplema01,2021,Max Kepler,28,Maj-AL,Minnesota,121,490,426,61,90,46,21,4,19,54,54,3,51,96,6,0,4,2,10,0,0.211,0.306,0.413,0.719
winkeje01,2021,Jesse Winker,27,Maj-NL,Cincinnati,110,485,423,77,129,72,32,1,24,71,53,1,52,75,9,0,0,14,1,0,0.305,0.394,0.556,0.949
contrwi01,2021,Willson Contreras,29,Maj-NL,Chicago,128,483,413,61,98,57,20,0,21,57,52,1,51,138,14,0,4,11,5,4,0.237,0.34,0.438,0.778
pederjo01,2021,Joc Pederson,29,Maj-NL,"Atlanta,Chicago",137,481,429,55,102,62,19,3,18,61,39,0,39,117,8,0,5,9,2,3,0.238,0.31,0.422,0.732
arraelu01,2021,Luis Arraez,24,Maj-AL,Minnesota,121,479,428,58,126,101,17,6,2,42,43,2,41,48,2,0,6,9,2,2,0.294,0.357,0.376,0.733
confomi01,2021,Michael Conforto,28,Maj-NL,New York,125,479,406,52,94,60,20,0,14,55,59,3,56,104,12,0,2,14,1,0,0.232,0.345,0.384,0.729
yelicch01,2021,Christian Yelich,29,Maj-NL,Milwaukee,117,475,399,70,99,69,19,2,9,51,70,5,65,113,3,0,3,5,9,3,0.248,0.362,0.373,0.736
garcile02,2021,Leury Garcia,30,Maj-AL,Chicago,126,474,415,60,111,80,22,4,5,54,41,0,41,97,4,9,5,12,6,2,0.268,0.336,0.376,0.711
molinya01,2021,Yadier Molina,38,Maj-NL,St. Louis,121,473,440,45,111,81,19,0,11,66,24,1,23,79,5,0,3,16,3,0,0.252,0.297,0.371,0.667
ahmedni01,2021,Nick Ahmed,31,Maj-NL,Arizona,129,473,434,46,96,58,30,3,5,38,34,3,31,104,2,2,1,9,7,2,0.221,0.28,0.339,0.619
schwaky01,2021,Kyle Schwarber,28,"Maj-AL,Maj-NL","Boston,Washington",113,471,399,76,106,55,19,0,32,71,64,1,63,127,6,0,2,4,1,1,0.266,0.374,0.554,0.928
vaughan01,2021,Andrew Vaughn,23,Maj-AL,Chicago,127,469,417,56,98,61,22,0,15,48,41,0,41,101,6,0,5,14,1,1,0.235,0.309,0.396,0.705
reyesfr01,2021,Franmil Reyes,25,Maj-AL,Cleveland,115,466,418,57,106,56,18,2,30,85,43,3,40,149,2,0,3,13,4,1,0.254,0.324,0.522,0.846
margoma01,2021,Manuel Margot,26,Maj-AL,Tampa Bay,125,464,421,55,107,76,18,3,10,57,37,2,35,70,1,1,4,4,13,8,0.254,0.313,0.382,0.696
baddoak01,2021,Akil Baddoo,22,Maj-AL,Detroit,124,461,413,60,107,67,20,7,13,55,45,1,44,122,0,0,3,5,18,4,0.259,0.33,0.436,0.766
